2, 2023, 0, 1048576
4, 1999, 0, 1048576
6, 1983, 0, 1048576
8, 1971, 0, 1048576
10, 1990, 0, 1048576
12, 1966, 0, 1048576
14, 1979, 0, 1048576
16, 1860, 0, 1048576
18, 1973, 0, 1048576
20, 2005, 0, 1048576
22, 1993, 0, 1048576
24, 1964, 0, 1048576
26, 1929, 0, 1048576
28, 1941, 0, 1048576
29, 968, 0, 1048576
31, 1805, 0, 1048576
33, 1720, 0, 1048576
34, 1870, 0, 1048576
36, 1777, 0, 1048576
38, 1882, 0, 1048576
40, 1761, 0, 1048576
42, 1742, 0, 1048576
43, 1892, 0, 1048576
45, 1917, 0, 1048576
47, 1820, 0, 1048576
48, 1035, 0, 1048576
50, 1994, 0, 1048576
52, 1911, 0, 1048576
54, 1929, 0, 1048576
55, 983, 0, 1048576
57, 1754, 0, 1048576
59, 1936, 0, 1048576
61, 1826, 0, 1048576
62, 1836, 0, 1048576
64, 1791, 0, 1048576
65, 689, 0, 1048576
67, 1667, 0, 1048576
68, 1891, 0, 1048576
69, 884, 0, 1048576
70, 882, 0, 1048576
71, 814, 0, 1048576
72, 876, 0, 1048576
74, 1874, 0, 1048576
76, 1683, 0, 1048576
76, 900, 0, 1048576
78, 1765, 0, 1048576
80, 1812, 0, 1048576
82, 1792, 0, 1048576
84, 1866, 0, 1048576
85, 1735, 0, 1048576
87, 1791, 0, 1048576
89, 1826, 0, 1048576
91, 1963, 0, 1048576
93, 1869, 0, 1048576
95, 1698, 0, 1048576
96, 1729, 0, 1048576
98, 1677, 0, 1048576
99, 1013, 0, 1048576
101, 1934, 0, 1048576
103, 1860, 0, 1048576
104, 1061, 0, 1048576
105, 897, 0, 1048576
106, 1592, 0, 1048576
108, 1886, 0, 1048576
109, 948, 0, 1048576
110, 930, 0, 1048576
111, 754, 0, 1048576
113, 1707, 0, 1048576
114, 1804, 0, 1048576
116, 1811, 0, 1048576
118, 1787, 0, 1048576
120, 1777, 0, 1048576
121, 1051, 0, 1048576
123, 1808, 0, 1048576
125, 1909, 0, 1048576
126, 904, 0, 1048576
