11, 89461, 1, 1048576
18, 171700, 1, 1048576
24, 174588, 1, 1048576
29, 179335, 1, 1048576
36, 174937, 1, 1048576
42, 174937, 1, 1048576
48, 175994, 1, 1048576
53, 205562, 1, 1048576
58, 199652, 1, 1048576
63, 199197, 1, 1048576
67, 285249, 1, 1048576
72, 205683, 1, 1048576
77, 206697, 1, 1048576
83, 206575, 1, 1048576
88, 199919, 1, 1048576
88, 2661360, 1, 1048576
92, 281345, 1, 1048576
96, 236592, 1, 1048576
98, 577409, 1, 1048576
102, 252000, 1, 1048576
108, 175376, 1, 1048576
113, 240996, 1, 1048576
115, 578684, 1, 1048576
119, 255065, 1, 1048576
125, 183381, 1, 1048576
128, 308314, 1, 1048576
129, 2702515, 1, 1048576
133, 215845, 1, 1048576
135, 508523, 1, 1048576
140, 235370, 1, 1048576
142, 457294, 1, 1048576
147, 235582, 1, 1048576
150, 314415, 1, 1048576
153, 325240, 1, 1048576
157, 310689, 1, 1048576
158, 744198, 1, 1048576
164, 195229, 1, 1048576
169, 189581, 1, 1048576
175, 173232, 1, 1048576
181, 202310, 1, 1048576
184, 336513, 1, 1048576
190, 182997, 1, 1048576
196, 171476, 1, 1048576
202, 177785, 1, 1048576
206, 227111, 1, 1048576
210, 273994, 1, 1048576
215, 244423, 1, 1048576
221, 167557, 1, 1048576
223, 641723, 1, 1048576
227, 238475, 1, 1048576
231, 278284, 1, 1048576
234, 341000, 1, 1048576
237, 317077, 1, 1048576
238, 3216490, 1, 1048576
240, 361827, 1, 1048576
242, 907072, 1, 1048576
244, 421114, 1, 1048576
247, 337814, 1, 1048576
250, 364595, 1, 1048576
254, 278580, 1, 1048576
259, 211747, 1, 1048576
259, 2654622, 1, 1048576
261, 596120, 1, 1048576
267, 173691, 1, 1048576
273, 185195, 1, 1048576
277, 267767, 1, 1048576
281, 293225, 1, 1048576
287, 170777, 1, 1048576
292, 198593, 1, 1048576
295, 331303, 1, 1048576
297, 485901, 1, 1048576
302, 232654, 1, 1048576
302, 2394009, 1, 1048576
303, 1409376, 1, 1048576
306, 406897, 1, 1048576
306, 3226387, 1, 1048576
310, 294626, 1, 1048576
310, 3111501, 1, 1048576
314, 324737, 1, 1048576
318, 236112, 1, 1048576
318, 3287072, 1, 1048576
324, 201649, 1, 1048576
326, 405011, 1, 1048576
331, 225937, 1, 1048576
334, 347555, 1, 1048576
339, 224150, 1, 1048576
341, 501231, 1, 1048576
345, 226376, 1, 1048576
349, 308404, 1, 1048576
353, 265059, 1, 1048576
353, 3048186, 1, 1048576
354, 1610715, 1, 1048576
357, 348248, 1, 1048576
363, 188457, 1, 1048576
366, 358978, 1, 1048576
368, 429568, 1, 1048576
371, 322044, 1, 1048576
376, 243119, 1, 1048576
380, 252790, 1, 1048576
383, 393314, 1, 1048576
385, 504123, 1, 1048576
387, 606463, 1, 1048576
390, 326557, 1, 1048576
392, 578684, 1, 1048576
398, 171728, 1, 1048576
401, 293965, 1, 1048576
405, 261359, 1, 1048576
406, 2668132, 1, 1048576
410, 272286, 1, 1048576
411, 836852, 1, 1048576
414, 348017, 1, 1048576
415, 2641249, 1, 1048576
415, 1982185, 1, 1048576
419, 247480, 1, 1048576
421, 733783, 1, 1048576
421, 2978909, 1, 1048576
422, 1376083, 1, 1048576
423, 2314737, 1, 1048576
427, 220567, 1, 1048576
430, 411529, 1, 1048576
432, 663655, 1, 1048576
435, 310965, 1, 1048576
439, 295706, 1, 1048576
441, 356294, 1, 1048576
443, 767625, 1, 1048576
443, 3177503, 1, 1048576
446, 468951, 1, 1048576
450, 240499, 1, 1048576
451, 836185, 1, 1048576
452, 3350083, 1, 1048576
454, 459096, 1, 1048576
456, 465826, 1, 1048576
456, 3276800, 1, 1048576
458, 1019024, 1, 1048576
459, 589087, 1, 1048576
463, 308042, 1, 1048576
463, 2001099, 1, 1048576
464, 2036069, 1, 1048576
465, 2028193, 1, 1048576
465, 2024277, 1, 1048576
470, 208754, 1, 1048576
473, 461318, 1, 1048576
473, 3266591, 1, 1048576
474, 1048576, 1, 1048576
479, 202937, 1, 1048576
480, 3158361, 1, 1048576
482, 386928, 1, 1048576
488, 181257, 1, 1048576
491, 322936, 1, 1048576
493, 948079, 1, 1048576
495, 413966, 1, 1048576
497, 721662, 1, 1048576
497, 3318278, 1, 1048576
499, 512751, 1, 1048576
