2, 2009, 1, 1048576
4, 1972, 1, 1048576
5, 1788, 1, 1048576
7, 1808, 1, 1048576
9, 1795, 1, 1048576
11, 1797, 1, 1048576
13, 1791, 1, 1048576
14, 1790, 1, 1048576
16, 1812, 1, 1048576
18, 1811, 1, 1048576
20, 1808, 1, 1048576
22, 1793, 1, 1048576
24, 1807, 1, 1048576
25, 1808, 1, 1048576
27, 1804, 1, 1048576
29, 1797, 1, 1048576
31, 1811, 1, 1048576
33, 1795, 1, 1048576
35, 1820, 1, 1048576
36, 1812, 1, 1048576
38, 1796, 1, 1048576
40, 1818, 1, 1048576
42, 1806, 1, 1048576
44, 1805, 1, 1048576
46, 1802, 1, 1048576
47, 1806, 1, 1048576
49, 1807, 1, 1048576
51, 1826, 1, 1048576
53, 1824, 1, 1048576
55, 1804, 1, 1048576
57, 1826, 1, 1048576
58, 1781, 1, 1048576
60, 1830, 1, 1048576
62, 1808, 1, 1048576
64, 1830, 1, 1048576
66, 1802, 1, 1048576
68, 1833, 1, 1048576
69, 1819, 1, 1048576
71, 1814, 1, 1048576
73, 1847, 1, 1048576
75, 1820, 1, 1048576
77, 1778, 1, 1048576
79, 1828, 1, 1048576
80, 1858, 1, 1048576
82, 1827, 1, 1048576
84, 1841, 1, 1048576
86, 1855, 1, 1048576
88, 1852, 1, 1048576
90, 1843, 1, 1048576
92, 1794, 1, 1048576
93, 1828, 1, 1048576
94, 303, 1, 1048576
96, 1808, 1, 1048576
97, 1776, 1, 1048576
99, 1840, 1, 1048576
100, 305, 1, 1048576
101, 1845, 1, 1048576
103, 1773, 1, 1048576
105, 1857, 1, 1048576
107, 1820, 1, 1048576
109, 1826, 1, 1048576
111, 1797, 1, 1048576
112, 1840, 1, 1048576
114, 1832, 1, 1048576
116, 1855, 1, 1048576
118, 1800, 1, 1048576
120, 1813, 1, 1048576
122, 1828, 1, 1048576
122, 309, 1, 1048576
124, 1813, 1, 1048576
126, 1800, 1, 1048576
128, 1817, 1, 1048576
129, 1816, 1, 1048576
131, 1811, 1, 1048576
133, 1836, 1, 1048576
135, 1833, 1, 1048576
137, 1863, 1, 1048576
139, 1815, 1, 1048576
141, 1913, 1, 1048576
142, 1805, 1, 1048576
144, 1832, 1, 1048576
146, 1848, 1, 1048576
148, 1837, 1, 1048576
150, 1844, 1, 1048576
150, 307, 1, 1048576
151, 305, 1, 1048576
151, 257, 1, 1048576
153, 1775, 1, 1048576
154, 1793, 1, 1048576
156, 1831, 1, 1048576
158, 1858, 1, 1048576
160, 1838, 1, 1048576
162, 1867, 1, 1048576
164, 1824, 1, 1048576
166, 1846, 1, 1048576
167, 1797, 1, 1048576
