3, 422812, 0, 1048576
6, 429920, 0, 1048576
9, 438001, 0, 1048576
10, 735326, 0, 1048576
11, 961996, 0, 1048576
12, 992969, 0, 1048576
13, 1018034, 0, 1048576
14, 1018034, 0, 1048576
16, 1027008, 0, 1048576
17, 1019024, 0, 1048576
18, 1029024, 0, 1048576
19, 1029024, 0, 1048576
20, 1030035, 0, 1048576
21, 1011162, 0, 1048576
22, 1028015, 0, 1048576
23, 1027008, 0, 1048576
24, 1035119, 0, 1048576
25, 1028015, 0, 1048576
26, 1034098, 0, 1048576
27, 1035119, 0, 1048576
28, 1031048, 0, 1048576
29, 1032062, 0, 1048576
30, 1035119, 0, 1048576
31, 1038194, 0, 1048576
32, 1035119, 0, 1048576
33, 1031048, 0, 1048576
34, 1038194, 0, 1048576
35, 1036142, 0, 1048576
36, 1037167, 0, 1048576
37, 1031048, 0, 1048576
38, 1036142, 0, 1048576
39, 1032062, 0, 1048576
40, 1041286, 0, 1048576
41, 1034098, 0, 1048576
42, 1037167, 0, 1048576
43, 1036142, 0, 1048576
44, 1037167, 0, 1048576
45, 1033079, 0, 1048576
46, 1038194, 0, 1048576
47, 1026003, 0, 1048576
48, 1039222, 0, 1048576
49, 1036142, 0, 1048576
50, 2259862, 0, 1048576
51, 1036142, 0, 1048576
52, 1029024, 0, 1048576
53, 1030035, 0, 1048576
54, 1039222, 0, 1048576
55, 1029024, 0, 1048576
56, 1032062, 0, 1048576
57, 1034098, 0, 1048576
58, 1039222, 0, 1048576
59, 1035119, 0, 1048576
60, 1042322, 0, 1048576
61, 1033079, 0, 1048576
62, 1039222, 0, 1048576
63, 1029024, 0, 1048576
64, 1035119, 0, 1048576
65, 1036142, 0, 1048576
66, 1039222, 0, 1048576
67, 1032062, 0, 1048576
68, 1026003, 0, 1048576
69, 1034098, 0, 1048576
70, 1040253, 0, 1048576
71, 1035119, 0, 1048576
72, 1037167, 0, 1048576
73, 1034098, 0, 1048576
74, 1040253, 0, 1048576
75, 1039222, 0, 1048576
76, 1039222, 0, 1048576
77, 1033079, 0, 1048576
77, 2264742, 0, 1048576
78, 1034098, 0, 1048576
79, 1044398, 0, 1048576
80, 2264742, 0, 1048576
80, 2231012, 0, 1048576
81, 1037167, 0, 1048576
82, 1038194, 0, 1048576
83, 1036142, 0, 1048576
84, 1037167, 0, 1048576
85, 1036142, 0, 1048576
86, 1039222, 0, 1048576
87, 1033079, 0, 1048576
88, 1038194, 0, 1048576
89, 1034098, 0, 1048576
90, 1041286, 0, 1048576
91, 1037167, 0, 1048576
92, 2245344, 0, 1048576
93, 1033079, 0, 1048576
94, 1042322, 0, 1048576
95, 1031048, 0, 1048576
96, 1037167, 0, 1048576
97, 1032062, 0, 1048576
98, 1038194, 0, 1048576
99, 1035119, 0, 1048576
100, 2255002, 0, 1048576
101, 1036142, 0, 1048576
101, 2259862, 0, 1048576
102, 1034098, 0, 1048576
103, 1045439, 0, 1048576
104, 1034098, 0, 1048576
105, 1039222, 0, 1048576
106, 1036142, 0, 1048576
107, 1037167, 0, 1048576
108, 1022003, 0, 1048576
109, 1032062, 0, 1048576
110, 1028015, 0, 1048576
111, 1036142, 0, 1048576
112, 1034098, 0, 1048576
113, 1038194, 0, 1048576
114, 1028015, 0, 1048576
115, 1037167, 0, 1048576
116, 1032062, 0, 1048576
117, 2235769, 0, 1048576
117, 2259862, 0, 1048576
118, 1040253, 0, 1048576
119, 1035119, 0, 1048576
120, 1036142, 0, 1048576
121, 1026003, 0, 1048576
122, 1035119, 0, 1048576
123, 1035119, 0, 1048576
124, 2259862, 0, 1048576
124, 2250163, 0, 1048576
125, 1036142, 0, 1048576
126, 1036142, 0, 1048576
127, 1038194, 0, 1048576
128, 2274568, 0, 1048576
128, 2250163, 0, 1048576
129, 2294477, 0, 1048576
130, 1036142, 0, 1048576
131, 1033079, 0, 1048576
132, 1035119, 0, 1048576
133, 1031048, 0, 1048576
134, 1034098, 0, 1048576
134, 2250163, 0, 1048576
135, 1036142, 0, 1048576
136, 1041286, 0, 1048576
137, 2259862, 0, 1048576
138, 1037167, 0, 1048576
139, 1039222, 0, 1048576
140, 1036142, 0, 1048576
141, 1035119, 0, 1048576
142, 1032062, 0, 1048576
142, 2250163, 0, 1048576
143, 2269645, 0, 1048576
144, 1039222, 0, 1048576
145, 1041286, 0, 1048576
146, 1036142, 0, 1048576
146, 2269645, 0, 1048576
147, 1033079, 0, 1048576
148, 1038194, 0, 1048576
149, 1037167, 0, 1048576
150, 1030035, 0, 1048576
